id,text,class
3824,<user> <user> hugs are good alprazolam is better.,1
3825,<number> hours and no methadone. <repeat>,1
3826,i'm a little nervous about this surgery tomorrow but the pain meds and morphine are worth it ??,1
3827,okay so these morphine tablets are not my new favourite thing. make me drowsy beyond belief and make my limbs feel detached from my body????,1
3828,"last last abobi eddieroll don kee me, this bro be mad on flows. <repeat> tramadol three times a day, see bad hat trick",1
3829,huey mack x adderall thoughts ????,1
3830,that hydrocodone rly fucked me up i still feel like iím on it &amp; i took it at like <number>pm yesterday,1
3831,should i take a xanax before going to get a new phone and new phone plan in store?,1
3832,going strong off <number> hrs of sleep and valium. not. so read to crash into bed lol,1
3833,this vyvanse is everything right now.,1
3834,ì<user>: adderall had me taking notes on the terms and conditionsî this is <user> <user>,1
3835,<user> its awful mags! <repeat> yes. morphine. gives me hardly any relief x,1
3836,i took sleepin medicine and it feels like i took vyvanse man,1
3837,omg did i just took valium by accident rip i was good girl,1
3838,congratulations ì<user>: adderall has never had me like what y'all niggas tweet.î,1
3839,<user> xanax also helps.,1
3840,heck no??.  i wake up and hit the floor running -straight for the coffee pot and fox and friends. some of those prescription drugs designed just for sleep can really mess you up the next day.  xanax for relaxation and otc <allcaps> sleep gel cap is money ??,1
3841,<user> (as i keep my oxytocin in my cabinet right next to my adderall and my percocet),1
3842,<user> <user> yup living in massachusetts there law reads it is for addicts to get off highly addictive drugs which is stupid buprenorphine used correctly can ease pain and depression i use it myself whatever works should be the bottom line,1
3843,this year went too fast like bitch i'm still fucked on that xanax pill i took in april,1
3844,adderall had me tweeting in spanish without looking at my phone while studying for my anatomy lecture,1
3845,"scribbled in my notebook and never did homework low attention span, guess these adderall worked rocked tommy hil shirts, ones with the boat,",1
3846,is it okay to take xanax once a week?,1
3847,"<user> meds include mouthwashes, morphine pca, ketamine. distraction, humidified air overnight, ice-chips if not too painful.",1
3848,"so, side effect of surgery, ga <allcaps>, and my general inability rn to be in control of wtf <allcaps> is going on is i am very irate.  therefore the next human to casually act as if i'm on waking great doses of morphine for recreational purposes, will find my rage thrown in their general direction",1
3849,okay mom my mouth hurts again you can stop hiding the hydrocodone now ??,1
3850,<user> oh i hated it!  i had that during my c-section with my son.  i thought i was flying in the clouds actually dodging birds the whole time and trying to not throw up which is what most women do on morphine when they are having a c-section.  ??,1
3851,called. getting my prescription for abilify. seroquel is a no go until i can talk to her at my next appointment. kill me,1
3852,"<user> not on quetiapine weight, love.",1
3853,<user> not that i plan to in the forseeable future but please share your gabapentin weaning journey,1
3854,<user> <user> quetiapine doses under my consultants face like a frantic beast desperate for drugs,1
3855,or risk it all and let the va <allcaps> pump me full of oxycodone and overdose and just end it all.,1
3856,"with such a melodic name, there is something cruel about a drug named lyrica making you want to kill yourself.",1
3857,"at the er for tooth pain. <repeat>talking about do you want tramadol, codeine and oxy. <repeat>??????",1
3858,that's a fact though people don't realize xanax is dope. when dope heads buy dope they buy xanax too. i don't wanna be affiliated wit dope.,1
3859,noon.  time for lunch and a xanax already!  got a laughing crow across the street.  i swear he's laughing at me. ó feeling thoughtful,1
3860,it's hard to find a positive outlook on life in a hospital. <repeat> that is until the morphine kicks in and my mom becomes a comedian,1
3861,xanax trash anyway. all it does it make u sleepy. opiates kill the pain,1
3862,<user> plans &amp; <user> app-nothing for anyone with severe knee / leg issues.cursed gabapentin &amp; nerve damage.<hashtag> cantmoveit<number>loseit,1
3863,i don't how i would get any of the work done if it weren't for adderall,1
3864,cramps and sciatic pain is the woooorrsst <elong>. i need a morphine drip ??,1
3865,diazepam: am i up? whiskey: sorry my turn tonight diazepam: but i work really well whiskey: i just think he wanted to mix things up tonight diazepam: yeah whatevs. &amp<neutralface>t;sulks&amp;gt;,1
3866,once again i find myself in an er <allcaps> because i need pain management. this time i get a sub-q shot of morphine and gravol.,1
3867,<user> only taken valium once. <repeat>whole body went numb.,1
3868,i'm having a panic attack at <number> am should i play god of war or go count the bottle of <number> valium that my therapist gave me to make sure there are actually <number> valium and it's not just a prank,1
3869,i didn't but it feels like morphine now that. <repeat>well <smile> bye <smile>,1
3870,"<user> excuse me. i think i responded thinking your response was to a different tweet; if the last tweet doesn't make any sense. i was talking about gabapentin in that tweet (because i thought you were, too). i've never withdrawn from <hashtag> opioids.",1
3871,"<user> gp <allcaps>: ""tramadol isn't normally used for chronic costochondritis, but. <repeat> i suppose you aren't a normal patient""  me: ""charming""",1
3872,three cheers for xanax,1
3873,xanax are a waste of money.,1
3874,<user> an <allcaps>d this is why i demanded a xanax prescription.,1
3875,got gives me such anxiety. <repeat>i need a xanax or like <number> glasses of wine,1
3876,"""i gotta take a xanax &amp; pass out bc you're pissing me the fuck off"" ??????",1
3877,"""tell you what is definitely need the adderall for that amirite"" - my doctor rn",1
3878,<user> <user> . <repeat> dc <allcaps>. <repeat> fuck and i call myself a nerd.  fucking tramadol.,1
3879,"<user> ?? was talking about how ost <allcaps> fails some of us &amp; the chud was like ""have you heard of methadone?""  like yeah dude. <repeat> we're on <allcaps> ost <allcaps>.",1
3880,don't pick my brain bihh that bihh already fried from taking adderall as a jitt bihh damn boe i'm just saying,1
3881,never have i seen a more dissapointed look on my parents' faces than when i just brought up the idea of buying adderall to help me focus ??,1
3882,oh and if it is tramadol make sure youve got a bathroom on demand the next day youre gonna need it,1
3883,the taste of blackcurrent now reminds me of liquid morphine &amp; that breaks my heart bc i love blackcurrent ????,1
3884,today may be a triple ativan day.  let's see how it plays out,1
3885, / me waits for gabapentin to kick in.,1
3886,ugh. morphine. why does it say mighty morphin <hashtag>  power rangers when it makes you feel so dizzy? not mighty at all.,1
3887,adderall is street legal meth. <repeat>but i'm not trying to even stop,1
3888,"my mom tried to give me oxycontin instead of ibprophine &amp; when i told her she said ""dammit u caught me."" wtf ma",1
3889,my brother is being so nice to me i'm trying to figure out if it's the morphine or if he actually does love me,1
3890,gonna take a tramadol and go to sleep until i have to get up for work,1
3891,the new er <allcaps> oxycodone product xtampza requires you to eat it with fat for it to properly absorb. that means it requires the enzyme lipase. i worry that the prescription version i take which actual comes from pigs may not allow it to absorb properly.,1
3892,adderall cures doodling,1
3893,<user> you do when your xanax is kicking in.,1
3894,morphine is great but i just keep thinking about mr. robot like how is homeboy going to work on this shit? <repeat>explain,1
3895,cant get rid of all opiates obviously but i got a bunch of oxycodone for a fractured elbow. that shit barely hurt after the first day i didnt even need em,1
3896,adderall was a good decision to make at <number> in the morning. <repeat>,1
3897,might be a xanax type of day .,1
3898,full disclosure i just woke up from an ativan nap but it changes nothing about my feelings,1
3899,afta taken tramadol <number>mg &amp; agbara bitter <number> man power. <repeat>den my phone rings. gal:bby i can't make it today. me:you will never make it in life??,1
3900,ima need some xanax on that <number> hr flight b,1
3901,"<user> bum.  i was worried about mania on them, but i think the biffiness is going to be worse, especially coupled with quetiapine.",1
3902,where is my xanax whew <elong>??,1
3903,"<user> i don't watch horror movies, i take xanax retard <number>mg daily makes me fearless, one time when they plane went vertical, i got.",1
3904,"just me, xanax, my elderly dog, and almost all of game of thrones, from season <number> episode <number> onwards.",1
3905,says she wants me off diazepam (for anxiety) so i can feeeeeel more. our time is up. i leave &amp; she looks proud like she actually did shit.,1
3906,xanax a day keep them thoughts and emotions away,1
3907,anyone one who is on or has been <number>mg or less of <hashtag> quetiapine think they could scream at someone in a rage for <number> minutes because i did and my dr told me i was having an anxiety attack (it was him i was screaming at because he put depression and anxiety on my drs note) wtaf! <repeat>,1
3908,adderall come downs are so bad that they could make the happiest person alive feel suicidal,1
3909,i need to take <number> xanax to the face cause i'm ready to jump off a bridge,1
3910,<user> on the liquid morphine barbara! good stuff. did you get any when you were being pulled apart?,1
3911,maybe taking another vyvanse at <number>pm was a bad idea cause i'm still wide awake and its <number>am,1
3912,it's a xanax day today,1
3913,taking an ativan before texting a guy to give him the false impression that youíre ìchillî,1
3914,my jaw is sore from the adderall yesterday,1
3915,i need a valium idk whats up <url> rn,1
3916,how iím up right now is beyond me lol <number> hours of sleep. <repeat> i either need melatonin or adderall.,1
3917,i need a xanax because i done cussed too many people out today. smh,1
3918,<user> i got it because adderall gave me really bad ticks.,1
3919,i miss diazepam nd feelin comfortably numb,1
3920,i'd fucking kill for a xanax right now,1
3921,"i want to talk to people (not just tweet into the void), but i also very much don't. i want to do stuff, but i also want to sit here and stare at the wall.  i've barely slept in a week. i should probably just take a klonopin. even if it doesn't knock me out, it'll slow it down.",1
3922,shld of taken adderall to help me years ago,1
3923,"xanax side effects:  <elong>you lose the part of your brain that goes ""maybe that's enough tweets maybe we shouldn't tweet this""",1
3924,<user> <user> the only thing that works is tramadol or morphine. i can't tolerate nsaids.  i'm too out of it on stuff that strong,1
3925,i'm so giddy on my adderall right now and i need a meal and a <number>,1
3926,meh need a xanax,1
3927,had my tweet read out on <user> cheers guys made my day. currently spaced out on diazepam with back problems.,1
3928,<hashtag> ikeepcalmby way of a daily regimen of xanax smoothies.,1
3929,"can't wait for my adderall to save me from myself and turn me into an emotionless, overly competitive zombie ??",1
3930,<user> vyvanse really got the best of me??,1
3931,"<user> reminder that some patients do very well on tramadol, and some patients sensitive to opioids have no other options. (like me.)",1
3932,adderall made me shit  bottom text,1
3933,"xanax and water diet. brought to you by the offices of reese, willie, &amp; josh co. ????",1
3934,adderall about to make me fly to moon and back and possibly clean up the entire campus.,1
3935,i feel like voldemort drinking unicorns blood when i take adderall,1
3936,<user> microdosing with <number> lorazepam,1
3937,xanax got me forgetting everything,1
3938,wow have so much oxycodone from being in pain and don't want any of it.,1
3939,still laugh at the time i took a seroquel and had to climb up and down the stairs since i couldn't walk and fell asleep on the way down.,1
3940,poping a xanax really does help with anxiety when you're not out there trying to abusing them.,1
3941,free advice: don't take seroquel unless you plan on sleeping almost immediately after you take it. really messed you up man.,1
3942,lesson of the day xanax is bad,1
3943,last of the cavity nightmare today. getting ready to take that valium and go flying.,1
3944,also sometimes the caffeine gives me an anxiety attack and i end up having to have a lie down and take half a diazepam.,1
3945,i'll never forget my first experience on xanax ????,1
3946,trying to be emotional on adderall is pointless asf,1
3947,adderall had me trying to certify for level <number> rocketry when i barely got certified for level <number> and haven't even started a level <number> rocket smh,1
3948,adderall had me organizing my bookshelves by the dewy decimal system.,1
3949,xanax withdraws were by far the worst but this nicotine withdraw is as <elong>,1
3950,<user> rn they gave me more morphine all is well i just need to get back to sleep and i have my ultrasound in the morning,1
3951,adderall had me filling out the march madness brackets for <number>,1
3952,"<user> good lord, that man is such a putz. i think i should take a klonopin to tamp down my temper now.",1
3953,<user> having to take <number> mg of vyvanse aday is the struggle,1
3954,<user> i remember getting kaoline and morphine cough medicine as a child and young adult - slept like a baby feeling quite fine!,1
3955,i hate that when i'm upset my only options are to take a xanax or eat,1
3956,xanax is the only thing getting me thru today. thats sad af,1
3957,xanax will for ever be my baby ????,1
3958,"ìdonít give me morphine while iím sleeping, itís a wasteî",1
3959,i don't care what anyone says. <repeat> i ?? xanax,1
3960,"<user> ask them for liquid morphine, it's awesome!",1
3961,ìby real life i mean when iím not on adderall.î ??????,1
3962,<user> i just took a xanax and i can barely keep my eyes open,1
3963,when adderall fucks you over lmao,1
3964,"<user> <user> <user> you do realise that a majority of disabled people and with chronic pain have a para prescript? bc it improves the strength of meds like tramadol? i take <number> para pills a day, as do <number>s of others. itís a med v crucial to pain management",1
3965,also i was gonna take a diazepam before hand but iíve run out so guess iíll just die!,1
3966,literally just laying in my bed screaming. i need morphine asap,1
3967,i am not built for this level of life stress. i'm going to become addicted to ativan by the end of it trying to cope and get through the day,1
3968,<user> <user> <user> <user> i had morphine when in extreme pain - it would not have worked if i had abused it.,1
3969,"bed time, ativan, spiked seltzer. <repeat> and diesel jeans",1
3970,my mom gave me klonopin so iíd stop crying,1
3971,this adderall got me ready as fuck for first day lolol,1
3972,adderall got me feeling ready to climb mount everest or run a marathon,1
3973,"<user> i just want low dosage valium, that's all",1
3974,nevermind morphine tablet on the way. <repeat> ??????????,1
3975,i need fucking xanax and advil,1
3976,this semester is almost over and i havenít taken adderall once . big accomplishment,1
3977,adderall got me organizing mia's clothes by month seasonal shades of the same color and bagging up stuff that doesn't fit anymore lol,1
3978,i haven't taken my vyvanse in a month yet all i want to do lately is be productive. i'm not complaining but i don't know what's happening. <repeat>,1
3979,"<user> i call it ""thank the goddess ativan and praise her good works.""",1
3980,seroquel diaries: last night my eyes swole and tonight i'm forcing them shut,1
3981,you know you have some procrastination skills if its enough to outlast the vyvanse,1
3982,the only time i took a xanax i fell into the sunken place. felt like i was my shadow watching my body from <number> feet away.,1
3983,"<user> oh shit no<number>! <repeat> i feel ya on that, day <number> of no seroquel and i feel weeeeeird <neutralface> gona be worth it for camping tho ??????",1
3984,convinced adderall is a necessity for me i'm always so distracted,1
3985,"<user> glad to hear you discuss your situation. i am also on suboxone, and if used properly, is a life saver / changer. it has been a major tool in my recovery of long term opioid abuse. thanks for bringing positive awareness to addiction and recovery ??",1
3986,i dont go to sleep when i get tired you can see the adderall in my eyes,1
3987,<user> <user> my lyrica is not covered. and it's turning out helping me. i have to keep asking doc for samples as long as i can,1
3988,"i need xanax . <repeat> and no, not for pill popping purposes ??",1
3989,<user> <user> the morphine is kicking in. <repeat>let's all go for a road trip lol <allcaps>,1
3990,i was on risperidone i know this isn't lake tahoe <user> well welcome back. where'd taylor go? that wasn't fun crying . <repeat> <user>,1
3991,"""??"" that's how my heart feels when i'm on adderall",1
3992,<user> oh i won't share my morphine then,1
3993,ì<user>: im almost out of adderall ????î back to eating,1
3994,<user> yes <allcaps> morphine <allcaps> is <allcaps> gatcho <allcaps> i had it one time and i was lost lmao,1
3995,"<user> they don't give me medication, just fluids. i turned down the morphine after <number> day. i've been drinking a ton of water.",1
3996,xanax hangovers suck. oh and fuck my job.,1
3997,"<user> ""pharmacy""! i'm on the 'methadone program', have to go down mon, wed, fri, the other <number> days i get take away doses! been on <number>yrs",1
3998,i wanna take xanax but idk where it is,1
3999,<user> aw aye hahaha was screaming in the middle of the street man. just went home and took a cold and flu tablet thinking it was tramadol and fell asleep and woke up and went to hospital the next day,1
4000,getting to the point where i'm using <number><number> days straight in the week and hurtin' after even with my suboxone. <repeat>,1
4001,watching steven seagal movies on morphine. absolute fucking transcendence.,1
4002,"<user> dilaudid didn't do anything for me b / c it's not meant to touch nerve pain, but it's just synthetic morphine (less nausea)",1
4003,i have add. i wish i could take adderall every day. but that requires a docs appointment once a month. i already have weekly appointments.,1
4004,took an adderall and all i could focus on was you,1
4005,i wonder what it would be like if i took adderall and watched the walking dead,1
4006,i haven't taken adderall lately and damn i've fell off,1
4007,i don't remember half the shit i did when i was taking xanax,1
4008,miracle too is crying???? i really need a dose of valium to aid sleep tonight???? <hashtag>  b b naija,1
4009,back on antidepressants and i finally feel like i can change the toilet paper roll without needing to take a vyvanse. amazing,1
4010,<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> klonopin time. ??,1
4011,<user> taking oxycontin,1
4012,i love that i get adderall prescribed to me (:,1
4013,i took a xanax and i ate so fucking much.,1
4014,"<user> yeah i have oxycodone but they dont even work lol so i dont bother w them, i saw ur dad last week we went to breakfast??",1
4015,<user> klonopin makes me feel pretty normal. if i take too much i do stupid shit tho haha,1
4016,don't fuck with me i'm on adderall,1
4017,this adderall had the opposite effect. whoops. we're screwed,1
4018,tramadol works wonders.,1
4019,i took one norco when i got my wisdom teeth out and i fell asleep so abruptly i bit my tongue like wdym <allcaps> you had codeine morphine and thc <allcaps> how are you awake? <repeat>,1
4020,<user> no thanks. i'll stick with xanax.,1
4021,<user> gross. adderall = gross,1
4022,hydrocodone really fucks me up lol,1
4023,<user> <number> years of age the doctor advised me to start smoking i'll go on valium i was weed is much better for pain control appetite arthritis fibromyalgia and i don't do any opiates,1
4024,yes very rt <user>: serious question : does oxycodone make anybody else slpy?,1
4025,<user> i shouldíve just took a hydrocodone but itís too late i canít add it on top of the ibuprofen,1
4026,<user> side effects from ativan or cit? sorry to hear that by the way. <neutralface>  i havent had any side effects from citalopram yet.,1
4027,"i took a look at my life. ashamed. depressed. i thought about taking my life. instead, i confessed my addiction to my wife and sought help from my doctor, not the same one that prescribed the pills, and got on a suboxone regimen. i am a christian, have been since <number> if cannabis",1
4028,<user> meh?? i had brain surgery and the only ??????????????thing that actually killed the pain was dosidos in vape form ( under the blankets ) . no dilaudid nor morphine ??,1
4029,"had to stop taking xanax, i lost my mind for a bit",1
4030,xanax makes my body feel like it got a beatdown but my mind experiences peace like never before.,1
4031,using adderall,1
4032,lorazepam today? maybe not.,1
4033,"fuck, i'm almost out of hydrocodone",1
4034,m <elong> the hydrocodone is fuccing me up. time to sleep,1
4035,i might as well go to the library. fuck adderall i been up for <number> hours. can't sleep for shit,1
4036,i just took a vyvanse and am terrified,1
4037,the question is do i take adderall to stay awake on this lovely day or do i just nap,1
4038,well took adderall tonight to get my shit done. <repeat> what'd i end up doing? reminiscing with my parents for <number> hours @ <number>am. <hashtag> notcomplaning <hashtag> fun,1
4039,"::opens computer, takes a valium, looks through app reviews to find the ones that arenít grown men asking for sports to be a safe space::",1
4040,<user> i hate xanax. xanax actually made me even more depressed. but i guess everyone's different since people are taking it for fun,1
4041,someone measure the tramadol in my blood so i can see if i'm on edge coz of withdrawal please,1
4042,<user> i need to take a xanax right before i walk in ok or else i might have a heart attack,1
4043,when the oxycodone kicks in??,1
4044,"<number> years ago i was in a jail cell contemplating suicide, on xanax after i had punched a cop and got a gun charge. now i got a full time job making $<number> an hour. life changes and anyone who says people canít change, just havenít experienced it for themselves. lifeís what u make it.",1
4045,xanax is weird cause you supposed to take then and be tired and shit. <repeat>but you end up doing  a bunch of weird shit.,1
4046,it's always time for pregabalin ??,1
4047,adderall got me creating an elaborate mythology on the origins of the mysterious old hispanic man who is permanently at the local campus bar,1
4048,if i dont sleep tonight ill be so pissed b / c i only have <number> vyv left and adderall is nowhere in sauga apparently. gr<number> so <elong> fking gr<number>,1
4049,why it feel like i just took some adderall? i havent took that in years lol,1
4050,took a vyvanse and now i live,1
4051,adderall had me cleaning my room at <number> in the morning,1
4052,"<user> ?? i might have done that, but only in the middle of the night, which technically i can't remember ! it's quetiapine's fault !",1
4053,"<number> hours of sleep but like itís okay because, adderall.",1
4054,i mis you a lot im on zyprexa lol,1
4055,there are moments when i wish i have epidural with oxycodone prn.,1
4056,when you're about to have a mental breakdown and mom is nowhere to be found because she hides the xanax (:,1
4057,scrolling my tl <allcaps> made me need to take a valium,1
4058,"sat eating my weetabix high as a kite from morphine! was slightly concerned (given my small size) that on op day tramadol, oramorph, co codamol and even the general anaesthetic didn't space me out ?? relief to know that these strong drugs do actually effect me!",1
4059,morphine hits the spot,1
4060,ì<user>: adderall had me interviewing my catî <user> ??????,1
4061,<user> haha mine had that part of it too! and percocet that looked like giant alprazolam <number>mg that were impossible to count,1
4062,<user> knee surgery. keyhole. on the morphine for now,1
4063,morphine is wonderful holy shit,1
4064,wow shit really does start popping off in the morning when i wake up from valium lmao,1
4065,xanax is scary. <repeat>thank god was with me these past two days,1
4066,should i up my klonopin dose my prescription is <number><number> twice a day as needed and i only do <number> usually should i do <number>,1
4067,xanax take me away! <repeat>  can't stand this shit much longer ! <repeat>,1
4068,<user> you're supposed to only see effects from seroquel after several days or weeks of continuous treatment but i seldom take more than one every <number><number> months when i hit my hellish low cycles.,1
4069,*lays in bed until adderall kicks in*,1
4070,the taste of clonazepam makes me happy,1
4071,vyvanse what have you done to me,1
4072,"i had every intention on taking an adderall today but then i realized, today is about eating. <repeat>",1
4073,i don't think vyvanse and physical activity go together i am going to puke,1
4074,<user> i took a pill of xanax in latina,1
4075,"<user> thanks, it was the no-valium talking!",1
4076,"<user> a doctor (eventually arrested, tried, and convicted of medicare fraud!) put me on methadone and then kicked me to the curb! i wound up in the hospital in severe drug withdrawal!",1
4077,feeling hungry when have taken adderall is such a weird hungry. you only feel your stomach growling not really hunger. i could lose so much weight! lol.,1
4078,i guess i could take a vyvanse but then i won't sleep tonight,1
4079,<user> sorry to crash your thread hun but i started pregabalin a few months ago and getting so much hair growth on my face! <repeat> <number> / <number>,1
4080,i took an adderall b<number> going to the gym &amp; now i can't eat this delicious smelling food,1
4081,oh well at least i got this adderall ??????????????????,1
4082,might take a xanax n go to bed,1
4083,i just thought about taking an adderall and cleaned my room before leaving for work,1
4084,apparently taking sominex with gabapentin can cause sleepiness. <repeat> who knew,1
4085,"<user> <user> it was for me in the second day after the morphine wore off. you can handle it, just try find something to take your mind off of it.",1
4086,<user> now that i think about it this was the week i got my wisdom teeth out and was high on hydrocodone much of the time and wrote daddy kink smut about zayn and luke so i truly wasn't in my right mind,1
4087,<user> you can say that again boyscout. this genoa methadone ain't cutting it like it used to <hashtag> c'estlavieceluvaris,1
4088,"hoping those xanax hit right where ya pain is , oh ohh",1
4089,how has the morphine not worked though man is still awake and in pain,1
4090,this tramadol is kicking in <smile>,1
4091,water tastes better with adderall,1
4092,i took an adderall and my wig is flying,1
4093,adderall got me sending <number> you up texts to discuss conspiracy theories about my life,1
4094,"heads spinning, might be a xanax come down.",1
4095,"<user> i had some weapons grade diazepam once, that was pretty lovely",1
4096,i made plans with like ten people while i was on adderall and now i'm regretting it all,1
4097,i ruin my relationships when in xanax because i could give no fucks. i legit don't care.,1
4098,thank you google for stopping me from taking oxy and xanax together,1
4099,<user> i need some valium now. <repeat>,1
4100,maybe withdrawals from the oxycodone since i dropped it the other day? idk,1
4101,also; im gonna kms soon due to lack of aprazolam / xanax / klonopin / clonazepam,1
4102,popped a valium now im snoozin,1
4103,so i let amy stay over after scott cheated on her and this whore of a slut took all my xanax.,1
4104,<user> <user> ha! i'm about to take my valium too. <repeat> this oughta be interesting <hashtag> ohbrookeohtaylorohbrooke,1
4105,i'm so happy adderall exists ??,1
4106,adderall you save me,1
4107,adderall had me scrubbing my bedroom door all night,1
4108,"<user> iíve been withdrawing from <number> years of doctor-prescribed morphine, over <number>mgs daily.  now i am in excruciating pain but arenít i ìgoodî? surely the moral judgments matter more than the medical.",1
4109,these adderall be having me fucked up,1
4110,"adderall got me brushin' my teeth so hard, my gums are bleeding <hashtag> enrgi",1
4111,<user> where you on long term high dose suboxone film? how far down did you taper to before the suboxone listerine elixir? i read even dropping from <number>mg to <number>mg could be tricky- but gets worse as taper down progresses.,1
4112,its was a <number> hour drive back thank god for xanax,1
4113,"i'll never take an adderall again this shits wack asf. i can't sleep, i feel weird, and the come down off of it makes you feel like shit.",1
4114,take another adderall or just make myself fall asleep? <repeat>,1
4115,<user> till then i gotta pray my body doesnt get accustomed to morphine next or im in trouble again,1
4116,ativan really made me forget an entire episode of my life. <repeat> again,1
4117,ì<user>: adderall had me remembering my myspace passwordî i wish you could remember yours <user>,1
4118,i should just start taking xanax each time i come into work for the noon / night shifts,1
4119,<user> im on adderall rn so it would be <number> intense <number> fast,1
4120,damn seroquel has me so out of it. i knew i should've waited for the weekend.,1
4121,maybe it's the valium but stranger things is poppin off right now ????,1
4122,<user> <user> i have valium but can't have it while still drinking wine. i've always been late night gal.,1
4123,adderall got me annotating ??????,1
4124,im sorrt im probably not making sense im like tired as heckers ans i took a combo of a xanax and an ibuprofen so i cant see that well,1
4125,"santa aka momma, brought me hydrocodone and an ice neck wrap. merry christmas to me ????",1
4126,my mom upped my adderall mg and now upstairs tryna rearrange my whole room,1
4127,feeling heavy klonopin withdrawl in this autozone parking lot,1
4128,can someone sleepover tonight? totally scared of trying seroquel ??,1
4129,"<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> oh dooters, i'm praying. hard. i'm glad the <hashtag>  suboxone is working.",1
4130,i was dying for a valium to calm me and knock me out but i don't have any because of that fucked up shortage in australia.,1
4131,adderall had me cleaning my car with a toothbrush true story,1
4132,"i was speaking about using <hashtag> methadone for pain treatment, and how i believe it should remain an option for <hashtag>  chronic pain, but be super <allcaps> careful if you should choose that drug! it's a tricky one! i didn't get methadone at a methadone clinic, but a pain doc. this was awhile back. <repeat>",1
4133,when the adderall finally kicks in ????,1
4134,hey <elong> just saying the adderall regulations are absolute horseshit and i canít access it despite being properly diagnosed with adhd and having a prescription. for the love of god just let the people do meth so i can remember the date,1
4135,this adderall got me feeling slumped,1
4136,<user> i love tramadol. saved an entire holiday in the u.k.,1
4137,when i get that adderall in me it's game over.,1
4138,watching the simpsons while on morphine is amazing,1
4139,"am <allcaps> report: elburn work house-bound. staple pulling took a serious toll on elbows. eyes musty w /  drywall.  rx <allcaps>: adderral, baclofen, dilaudid",1
4140,hydrocodone works for exactly <number> hrs then my mouth starts to hurt so bad again.,1
4141,"i quit cigs, my adderall prescription, antianxieties &amp; antidepressants all within a year. <repeat> i can drink some damn wine if i feel like it.",1
4142,"i begged them to take that gauze out of my ear and to give me something to knock me out, i hadn't slept in <number> days. they injected me with something, i think it was morphine. they said wisdom teeth caused it. when that healed i had <number> pulled, &amp; the other <number>  surgically removed.",1
4143,"i actually ate breakfast, lunch and dinner yesterday i think the seroquel is working !",1
4144,honestly just add <number> mg of ativan to my daily dose of medication lol,1
4145,adderall had me thinking a cigarette would be perfect for lunch today,1
4146,poppin gabapentin at the bar. <hashtag> anxietylyfe,1
4147,was only screaming ~internally~ during my surgery consultation appt yet they still managed to write me a valium prescription without a word,1
4148,adderall keep me from going to sleep. <repeat>,1
4149,if it looks like i'm being dragged into another argument can someone shout block <allcaps>! where's my bloody valium! <repeat>,1
4150,"<user> have dreadful rash all over from allergy, am taking lamotrigine and clonazepam, can i take antihistamines, does anyone know?",1
4151,these fuckers wont get me any more morphine ima bomb this place,1
4152,tramadol with some sleepy time tea. oh i'm about to be knocked <elong> out.,1
4153,when iím on xanax thatís the real me,1
4154,when you've taken tramadol &amp; now can't remember what you were doing ??,1
4155,"i don't condone xanax but now i'm taking them,  i'm a hypocrite",1
4156,"k i know im stressed but tbh this is the best kind of stress. tybg for good health, roof over my head, food in the fridge, and adderall ??????",1
4157,my xanax knocks me the fuck out i need to stop taking it before i get on cam ??,1
4158,morphine every two hours. some positive news at last.,1
4159,and i haven't had adderall in like <number> months so u do the nose maths,1
4160,i got a morphine shot <number> hours ago and didn't sleep last night how am i still awake,1
4161,"gabapentin makes me feel so good and relaxed, i'm so happy i get to take it twice a day. i feel so focused and aware, and euphoric ??",1
4162,"<user> <user> <user> <user> <user> <user> and yes i needed it, disected celiac artery, morphine kept me sane, i get it",1
4163,lovely when the hospital give me cocodemol  at <number>am then tramadol at <number>am then take my obs and wonder why my heart rate was <number>??  this hospital is pathetic,1
4164,xanax has really been helping me a lot lately and i don't mean to sound like a drug addict but. <repeat> fine whatever fuck it.,1
4165,"<user> <user> yes david i sympathise with samantha, i had to withdraw from venlafaxin, seroquel and lithium-all at the same time. there was no support. i really don't want samantha to go through what i had to experience. appreciate your good work.",1
4166,<user> <number>% get yourself to the ed. i had continual seizures coming of seroquel and it was like hell. <repeat>,1
4167,<user> they should be doing what the patient wants! i find olanzapine great! it did make me fat though ?? but my moods are great.,1
4168,food log <number> peach <number> protien shake lots of water and adderall,1
4169,talking to my morphine again,1
4170,hopefully the alprazolam and two sleeping pills will knock me out now,1
4171,im awake againn and im getting my adderall tomorrow. <repeat>,1
4172,"<user> i was on lorazepam <number>mg as needed, made a big difference, ask doc about anxiety meds",1
4173,<user> had a few days of napraxan which has helped so wanted to get off tramadol asap as donít want to be on t regulry .,1
4174,anyone take <hashtag> seroquel? i take <number>mg lowest dose. <repeat>i think. idk how people take more than <number>mg! <repeat> i'm knocked out with one.,1
4175,<user> morphine doesn't work on me <neutralface>,1
4176,my love for xanax will never compare to anything else,1
